时间,人群名称,人群类型,推广设备,产品线,计划,单元,展现数,点击数,点击率,总费用,千次展现成本,平均点击成本,总订单行,总订单金额,转化率,ROI
20190604~20190626,默认浏览人群,京选人群,PC,京东快车(搜索),T33P+Q216B0T_烟灶套装_单投,搜索0无线,5,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】油烟机搜索未购0类目,新标签人群,PC,京东快车(搜索),J30+Q216B0T_烟灶套装_单投,搜索0无线,5,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】品类7天浏览未购0油烟机,新标签人群,PC,京东快车(搜索),J57+Q390T_烟灶套装_单投,搜索0核心词0无线,5,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】烟灶加购未购,新标签人群,PC,京东快车(搜索),T59C+Q390T_烟灶套装_单投,长尾词,5,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】竞品低端品牌浏览未购0油烟机,新标签人群,无线,京东快车(搜索),T36+Q390T_烟灶套装_单投,搜索0长尾词,5,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】品牌浏览+品类未购0燃气灶,新标签人群,PC,京东快车(搜索),Q216B_燃气灶_单投,搜索0无线,5,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】美的品牌浏览未购0油烟机,新标签人群,无线,京东快车(搜索),J59C+Q390T_烟灶套装_单投,长尾词,5,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】再营销0油烟机点击未购买,新标签人群,PC,京东快车(搜索),T33P_油烟机_单投,搜索0核心0无线,5,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】品类7天浏览未购0油烟机,新标签人群,PC,京东快车(搜索),T36_油烟机_单投,搜索0核心0无线,5,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】品牌浏览+品类未购0油烟机,新标签人群,PC,京东快车(搜索),T36_油烟机_单投,搜索0核心0无线,5,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】美的品牌浏览未购0油烟机,新标签人群,PC,京东快车(搜索),T36_油烟机_单投,搜索0核心0无线,5,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】油烟机搜索未购0类目,新标签人群,PC,京东快车(搜索),T36_油烟机_单投,搜索0核心0无线,5,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】烟灶套装入口top单品浏览未购,新标签人群,PC,京东快车(搜索),J18_油烟机_单投,搜索0核心0无线,5,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】消毒柜搜索未购0类目,新标签人群,PC,京东快车(搜索),110Q37_消毒柜_单投,搜索0无线,5,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】油烟机入口top单品浏览未购,新标签人群,PC,京东快车(搜索),J59C+Q390T_烟灶套装_单投,核心词0无线,5,1,20.00%,1.1,220,1.1,0,0,0,0
20190604~20190626,【新】烟灶加购未购,新标签人群,PC,京东快车(搜索),J58+Q390T_烟灶套装_单投,搜索0品牌词,5,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】美的品牌浏览未购0油烟机,新标签人群,PC,京东快车(搜索),J59C+Q390T_烟灶套装_单投,长尾词,5,0,0,0,0,0,0,0,0,0
20190604~20190626,默认拉新人群,京选人群,PC,京东快车(搜索),T59C+Q390T_烟灶套装_单投,长尾词,5,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】竞品高端品牌浏览未购0油烟机,新标签人群,无线,京东快车(搜索),J59C+Q390T_烟灶套装_单投,长尾词,5,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】竞品高端品牌浏览未购0油烟机,新标签人群,无线,京东快车(搜索),J57_油烟机_单投,搜索0PC,5,1,20.00%,2.23,446,2.23,0,0,0,0
20190604~20190626,【新】油烟机入口top单品浏览未购,新标签人群,PC,京东快车(搜索),J18_油烟机_单投,搜索0核心0无线,5,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】竞品高端品牌浏览未购0油烟机,新标签人群,PC,京东快车(搜索),J58+Q390T_烟灶套装_单投,搜索0品牌词,5,1,20.00%,5.3,1060,5.3,0,0,0,0
20190604~20190626,【新】烟灶加购未购,新标签人群,无线,京东快车(搜索),J58_油烟机_单投,搜索0PC,5,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】烟灶加购未购,新标签人群,无线,京东快车(搜索),T36+Q390T_烟灶套装_单投,搜索0长尾词,5,1,20.00%,5.29,1058,5.29,0,0,0,0
20190604~20190626,默认拉新人群,京选人群,PC,京东快车(搜索),J59C+Q390T_烟灶套装_单投,长尾词,5,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】油烟机搜索未购0类目,新标签人群,PC,京东快车(搜索),J58_油烟机_单投,搜索0核心0无线,4,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】美的品牌浏览未购0油烟机,新标签人群,PC,京东快车(搜索),J58_油烟机_单投,搜索0核心0无线,4,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】油烟机搜索未购0关键词,新标签人群,PC,京东快车(搜索),J58_油烟机_单投,搜索0核心0无线,4,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】品牌浏览+品类未购0油烟机,新标签人群,PC,京东快车(搜索),J58_油烟机_单投,搜索0核心0无线,4,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】品类7天浏览未购0油烟机,新标签人群,PC,京东快车(搜索),J58_油烟机_单投,搜索0核心0无线,4,0,0,0,0,0,0,0,0,0
20190604~20190626,默认浏览人群,京选人群,PC,京东快车(搜索),J58_油烟机_单投,搜索0核心0无线,4,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】消毒柜搜索未购0关键词,新标签人群,PC,京东快车(搜索),100Q33_消毒柜_单投,搜索0无线,4,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】燃气灶搜索未购0关键词,新标签人群,PC,京东快车(搜索),Q35_燃气灶_单投,搜索0无线,4,1,25.00%,0.11,27.5,0.11,0,0,0,0
20190604~20190626,【新】烟灶加购未购,新标签人群,无线,京东快车(搜索),J59C+Q390T_烟灶套装_单投,核心词0品牌词,4,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】竞品品牌浏览未购0消毒柜,新标签人群,PC,京东快车(搜索),90Q15_消毒柜_单投,搜索0无线,4,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】关注未购买0燃气灶,新标签人群,PC,京东快车(搜索),T36+Q390T_烟灶套装_单投,搜索0品牌词,4,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】燃气灶入口Top单品浏览未购买,新标签人群,无线,京东快车(搜索),Q39_燃气灶_单投,搜索0PC,4,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】品类7天浏览未购0消毒柜,新标签人群,无线,京东快车(搜索),90Q15_消毒柜_单投,搜索0PC,4,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】再营销0油烟机点击未购买,新标签人群,PC,京东快车(搜索),T36+Q390T_烟灶套装_单投,搜索0核心词0无线,4,1,25.00%,1.08,270,1.08,1,2199,100.00%,2036.11
20190604~20190626,【新】烟灶加购未购,新标签人群,无线,京东快车(搜索),J59C+Q390T_烟灶套装_单投,搜索0PC,4,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】消毒柜搜索未购0类目,新标签人群,PC,京东快车(搜索),90Q15_消毒柜_单投,搜索0无线,4,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】烟灶加购未购,新标签人群,无线,京东快车(搜索),T59C+Q390T_烟灶套装_单投,搜索0PC,4,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】消毒柜加购未购,新标签人群,PC,京东快车(搜索),XC60_消毒柜_单投,搜索0PC,4,0,0,0,0,0,0,0,0,0
20190604~20190626,默认购买人群,京选人群,无线,京东直投,,,4,0,0,0,0,0,6,8397,0,0
20190604~20190626,【新】美的品牌浏览未购0消毒柜,新标签人群,无线,京东快车(搜索),100G01_消毒柜_单投,搜索0PC,4,0,0,0,0,0,0,0,0,0
20190604~20190626,近30天浏览、关注、加购过与所选种子相关的三级类目商品的人群,定向推荐人群,PC,京东快车(搜索),XC60_消毒柜_单投,搜索0无线,4,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】油烟机搜索未购0类目,新标签人群,无线,京东快车(搜索),T33P_油烟机_单投,搜索0PC,4,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】烟灶套装入口top单品浏览未购,新标签人群,PC,京东快车(搜索),J57_油烟机_单投,搜索0核心0无线,4,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】品类7天浏览未购0油烟机,新标签人群,无线,京东快车(搜索),J58+Q390T_烟灶套装_单投,推荐0浏览店铺/点击广告,4,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】美的品牌浏览未购0燃气灶,新标签人群,PC,京东快车(搜索),Q216B_燃气灶_单投,搜索0无线,4,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】品牌浏览+品类未购0油烟机,新标签人群,无线,京东快车(搜索),J58+Q390T_烟灶套装_单投,推荐0浏览店铺/点击广告,4,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】美的品牌浏览未购0燃气灶,新标签人群,无线,京东快车(搜索),Q39_燃气灶_单投,搜索0PC,4,1,25.00%,2.01,502.5,2.01,0,0,0,0
20190604~20190626,【新】消毒柜搜索未购0类目,新标签人群,PC,京东快车(搜索),100Q33_消毒柜_单投,搜索0无线,4,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】油烟机搜索未购0关键词,新标签人群,PC,京东快车(搜索),T36_油烟机_单投,搜索0核心0无线,4,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】竞品高端品牌浏览未购0油烟机,新标签人群,PC,京东快车(搜索),J57_油烟机_单投,搜索0核心0无线,4,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】油烟机入口top单品浏览未购,新标签人群,PC,京东快车(搜索),J57_油烟机_单投,搜索0核心0无线,4,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】竞品品牌浏览未购0燃气灶,新标签人群,无线,京东快车(搜索),Q39_燃气灶_单投,搜索0PC,4,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】油烟机入口top单品浏览未购,新标签人群,无线,京东快车(搜索),J58+Q390T_烟灶套装_单投,搜索0PC,4,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】竞品品牌浏览未购0消毒柜,新标签人群,PC,京东快车(搜索),100Q33_消毒柜_单投,搜索0无线,4,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】竞品低端品牌浏览未购0油烟机,新标签人群,无线,京东快车(搜索),J30+Q216B0T_烟灶套装_单投,搜索0PC,4,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】油烟机入口top单品浏览未购,新标签人群,PC,京东快车(搜索),T33P_油烟机_单投,搜索0核心0无线,4,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】烟灶套装入口top单品浏览未购,新标签人群,PC,京东快车(搜索),J58+Q390T_烟灶套装_单投,搜索0品牌词,4,1,25.00%,5.3,1325,5.3,0,0,0,0
20190604~20190626,【新】油烟机入口top单品浏览未购,新标签人群,PC,京东快车(搜索),J58+Q390T_烟灶套装_单投,搜索0品牌词,4,1,25.00%,5.3,1325,5.3,0,0,0,0
20190604~20190626,【新】品牌浏览+品类未购0消毒柜,新标签人群,PC,京东快车(搜索),100Q33_消毒柜_单投,搜索0无线,4,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】再营销0油烟机点击未购买,新标签人群,无线,京东快车(搜索),J57_油烟机_单投,搜索0PC,4,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】竞品高端品牌浏览未购0油烟机,新标签人群,无线,京东快车(搜索),J30+Q216B0T_烟灶套装_单投,搜索0PC,4,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】品牌浏览+品类未购0油烟机,新标签人群,PC,京东快车(搜索),J57+Q390T_烟灶套装_单投,搜索0核心词0无线,4,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】烟灶加购未购,新标签人群,无线,京东快车(搜索),J57_油烟机_单投,搜索0PC,4,0,0,0,0,0,0,0,0,0
20190604~20190626,近30天浏览、关注、加购过与所选种子相关的三级类目商品的人群,定向推荐人群,PC,京东快车(搜索),J57+Q390T_烟灶套装_单投,搜索0核心词0无线,3,0,0,0,0,0,0,0,0,0
20190604~20190626,默认浏览人群,京选人群,无线,京东快车(搜索),T33P_油烟机_单投,搜索0PC,3,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】消毒柜搜索未购0类目,新标签人群,无线,京东快车(搜索),90Q15_消毒柜_单投,搜索0PC,3,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】美的品牌浏览未购0消毒柜,新标签人群,无线,京东快车(搜索),90Q15_消毒柜_单投,搜索0PC,3,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】消毒柜搜索未购0关键词,新标签人群,无线,京东快车(搜索),90Q15_消毒柜_单投,搜索0PC,3,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】品牌浏览+品类未购0消毒柜,新标签人群,无线,京东快车(搜索),90Q15_消毒柜_单投,搜索0PC,3,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】再营销0消毒柜点击未购买,新标签人群,无线,京东快车(搜索),90Q15_消毒柜_单投,搜索0PC,3,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】美的品牌浏览未购0油烟机,新标签人群,无线,京东快车(搜索),T59C+Q390T_烟灶套装_单投,核心词0品牌词,3,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】油烟机搜索未购0类目,新标签人群,PC,京东快车(搜索),J18+Q216B0T_烟灶套装_单投,搜索0无线,3,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】美的品牌浏览未购0消毒柜,新标签人群,PC,京东快车(搜索),90Q15_消毒柜_单投,搜索0无线,3,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】消毒柜嵌入式入口Top单品浏览未购,新标签人群,PC,京东快车(搜索),90Q15_消毒柜_单投,搜索0无线,3,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】美的品牌浏览未购0油烟机,新标签人群,无线,京东快车(搜索),J59C+Q390T_烟灶套装_单投,核心词0品牌词,3,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】消毒柜嵌入式入口Top单品浏览未购,新标签人群,PC,京东快车(搜索),XC60_消毒柜_单投,搜索0无线,3,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】烟灶加购未购,新标签人群,无线,京东快车(搜索),T59C+Q390T_烟灶套装_单投,核心词0品牌词,3,1,33.33%,2.92,973.33,2.92,0,0,0,0
20190604~20190626,【新】燃气灶入口Top单品浏览未购买,新标签人群,PC,京东快车(搜索),Q35_燃气灶_单投,搜索0无线,3,1,33.33%,0.11,36.67,0.11,0,0,0,0
20190604~20190626,【新】美的品牌浏览未购0油烟机,新标签人群,PC,京东快车(搜索),J59C+Q390T_烟灶套装_单投,核心词0品牌词,3,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】品类7天浏览未购0消毒柜,新标签人群,无线,京东快车(搜索),XC60_消毒柜_单投,搜索0PC,3,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】消毒柜嵌入式入口Top单品浏览未购,新标签人群,无线,京东快车(搜索),90Q15_消毒柜_单投,搜索0PC,3,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】油烟机搜索未购0关键词,新标签人群,无线,京东快车(搜索),T33P+Q216B0T_烟灶套装_单投,搜索0PC,3,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】再营销0油烟机点击未购买,新标签人群,PC,京东快车(搜索),T36_油烟机_单投,搜索0核心0无线,3,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】竞品低端品牌浏览未购0油烟机,新标签人群,PC,京东快车(搜索),T33P_油烟机_单投,搜索0核心0无线,3,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】品牌浏览+品类未购0消毒柜,新标签人群,PC,京东快车(搜索),110Q37_消毒柜_单投,搜索0无线,3,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】竞品品牌浏览未购0消毒柜,新标签人群,PC,京东快车(搜索),110Q37_消毒柜_单投,搜索0无线,3,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】油烟机搜索未购0关键词,新标签人群,无线,京东快车(搜索),T33P_油烟机_单投,搜索0PC,3,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】烟灶套装入口top单品浏览未购,新标签人群,无线,京东快车(搜索),J58+Q390T_烟灶套装_单投,搜索0PC,3,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】再营销0消毒柜点击未购买,新标签人群,无线,京东快车(搜索),100Q33_消毒柜_单投,搜索0PC,3,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】竞品高端品牌浏览未购0油烟机,新标签人群,PC,京东快车(搜索),J59C+Q390T_烟灶套装_单投,长尾词,3,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】品牌浏览+品类未购0燃气灶,新标签人群,PC,京东快车(搜索),Q35_燃气灶_单投,搜索0无线,3,1,33.33%,0.11,36.67,0.11,0,0,0,0
20190604~20190626,【新】竞品品牌浏览未购0燃气灶,新标签人群,PC,京东快车(搜索),Q35_燃气灶_单投,搜索0无线,3,1,33.33%,0.11,36.67,0.11,0,0,0,0
20190604~20190626,【新】竞品低端品牌浏览未购0油烟机,新标签人群,PC,京东快车(搜索),J18_油烟机_单投,搜索0核心0无线,3,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】竞品低端品牌浏览未购0油烟机,新标签人群,PC,京东快车(搜索),T33P+Q216B0T_烟灶套装_单投,搜索0品牌词,3,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】油烟机搜索未购0类目,新标签人群,PC,京东快车(搜索),T33P+Q216B0T_烟灶套装_单投,搜索0无线,3,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】油烟机搜索未购0关键词,新标签人群,无线,京东快车(搜索),T36+Q390T_烟灶套装_单投,搜索0PC,2,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】烟灶加购未购,新标签人群,PC,京东快车(搜索),J59C+Q390T_烟灶套装_单投,核心词0品牌词,2,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】品类7天浏览未购0消毒柜,新标签人群,PC,京东快车(搜索),80K03_消毒柜_单投,搜索0无线,2,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】消毒柜搜索未购0关键词,新标签人群,PC,京东快车(搜索),80K03_消毒柜_单投,搜索0无线,2,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】油烟机搜索未购0关键词,新标签人群,无线,京东快车(搜索),T36+Q216B0T_烟灶套装_单投,搜索0PC,2,0,0,0,0,0,0,0,0,0
20190604~20190626,近30天浏览、关注、加购与所选种子相关的店铺或品牌商品的人群,定向推荐人群,无线,京东快车(搜索),J58+Q390T_烟灶套装_单投,推荐0浏览店铺/点击广告,2,0,0,0,0,0,0,0,0,0
20190604~20190626,默认浏览人群,京选人群,无线,京东快车(搜索),J58+Q390T_烟灶套装_单投,推荐0智能,2,3,150.00%,0.3,150,0.1,0,0,0,0
20190604~20190626,【新】再营销0燃气灶点击未购买,新标签人群,无线,京东快车(搜索),Q35_燃气灶_单投,搜索0PC,2,1,50.00%,0.11,55,0.11,0,0,0,0
20190604~20190626,【新】再营销0油烟机点击未购买,新标签人群,PC,京东快车(搜索),J57+Q390T_烟灶套装_单投,搜索0核心词0无线,2,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】燃气灶入口Top单品浏览未购买,新标签人群,无线,京东快车(搜索),Q35_燃气灶_单投,推荐0浏览入口SKU,2,0,0,0,0,0,0,0,0,0
20190604~20190626,默认浏览人群,京选人群,PC,京东快车(搜索),J57+Q390T_烟灶套装_单投,搜索0核心词0无线,2,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】再营销0油烟机点击未购买,新标签人群,PC,京东快车(搜索),J57_油烟机_单投,搜索0核心0无线,2,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】油烟机搜索未购0类目,新标签人群,PC,京东快车(搜索),J59C+Q390T_烟灶套装_单投,核心词0无线,2,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】油烟机搜索未购0关键词,新标签人群,无线,京东快车(搜索),J59C+Q390T_烟灶套装_单投,搜索0PC,2,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】关注未购买0燃气灶,新标签人群,PC,京东快车(搜索),T36+Q216B0T_烟灶套装_单投,搜索0品牌词,2,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】燃气灶搜索未购0关键词,新标签人群,PC,京东快车(搜索),Q216B_燃气灶_单投,搜索0无线,2,0,0,0,0,0,0,0,0,0
20190604~20190626,【新】油烟机入口top单品浏览未购,新标签人群,PC,京东快车(搜索),J58_油烟机_单投,搜索0核心0无线,2,0,0,0,0,0,0,0,0,0
